Rapporterat vetenskapligt namn	Vetenskapligt namn	DyntaxaID	FÃ¶rÃ¤ldrataxa	Antal rÃ¤knade rader i databasen	AphiaID	Match type	LSID	TSN	Qualitystatus	Taxon status	ScientificName	Authority	AphiaID_accepted	used_aphia_id	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies	isMarine	isBrackish	isFresh	isTerrestrial	Citation		
Abra	Abra	1005130	Animalia - Mollusca - Bivalvia - Heterodonta - Veneroida - Semelidae - Abra	158	138474	exact	urn:lsid:marinespecies.org:taxname:138474	81301	Checked by Taxonomic Editor	accepted	Abra	Lamarck, 1818	138474	138474	Abra	Lamarck, 1818	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra				1				MolluscaBase eds. (2022). MolluscaBase. Abra Lamarck, 1818. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=138474 on 2022-09-20		
Abra alba	Abra alba	218308	Animalia - Mollusca - Bivalvia - Heterodonta - Veneroida - Semelidae - Abra - Abra alba	6006	141433	exact	urn:lsid:marinespecies.org:taxname:141433	81306	Checked by Taxonomic Editor	accepted	Abra alba	(W. Wood, 1802)	141433	141433	Abra alba	(W. Wood, 1802)	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra		alba		1				MolluscaBase eds. (2022). MolluscaBase. Abra alba (W. Wood, 1802). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=141433 on 2022-09-20		
Abra longicallus	Abra longicallus	102743	Animalia - Mollusca - Bivalvia - Heterodonta - Veneroida - Semelidae - Abra - Abra longicallus	39	141434	exact	urn:lsid:marinespecies.org:taxname:141434	81308	Checked by Taxonomic Editor	accepted	Abra longicallus	(Scacchi, 1835)	141434	141434	Abra longicallus	(Scacchi, 1835)	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra		longicallus		1				MolluscaBase eds. (2022). MolluscaBase. Abra longicallus (Scacchi, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=141434 on 2022-09-20		
Abra nitida	Abra nitida	218310	Animalia - Mollusca - Bivalvia - Heterodonta - Veneroida - Semelidae - Abra - Abra nitida	14440	141435	exact	urn:lsid:marinespecies.org:taxname:141435	81314	Checked by Taxonomic Editor	accepted	Abra nitida	(O. F. Müller, 1776)	141435	141435	Abra nitida	(O. F. Müller, 1776)	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra		nitida		1				MolluscaBase eds. (2022). MolluscaBase. Abra nitida (O. F. Müller, 1776). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=141435 on 2022-09-20		
Abra prismatica	Abra prismatica	102744	Animalia - Mollusca - Bivalvia - Heterodonta - Veneroida - Semelidae - Abra - Abra prismatica	304	141436	exact	urn:lsid:marinespecies.org:taxname:141436	81305	Checked by Taxonomic Editor	accepted	Abra prismatica	(Montagu, 1808)	141436	141436	Abra prismatica	(Montagu, 1808)	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Abra		prismatica		1				MolluscaBase eds. (2022). MolluscaBase. Abra prismatica (Montagu, 1808). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=141436 on 2022-09-20		
Abyssoninoe	Abyssoninoe	1007492	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Abyssoninoe	6	129331	exact	urn:lsid:marinespecies.org:taxname:129331		Checked by Taxonomic Editor	accepted	Abyssoninoe	Orensanz, 1990	129331	129331	Abyssoninoe	Orensanz, 1990	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe				1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Abyssoninoe Orensanz, 1990. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129331 on 2022-09-20"		
Abyssoninoe hibarnica	Abyssoninoe hibernica	227229	Animalia - Annelida - Polychaeta - Errantia - Eunicida - Lumbrineridae - Abyssoninoe - Abyssoninoe hibernica	20	146469	exact	urn:lsid:marinespecies.org:taxname:146469		Checked by Taxonomic Editor	accepted	Abyssoninoe hibernica	(McIntosh, 1903)	146469	146469	Abyssoninoe hibernica	(McIntosh, 1903)	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe		hibernica		1				"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Abyssoninoe hibernica (McIntosh, 1903). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146469 on 2022-09-20"		
Acanthocardia	Acanthocardia	1005095	Animalia - Mollusca - Bivalvia - Heterodonta - Veneroida - Cardiidae - Acanthocardia	4	137732	exact	urn:lsid:marinespecies.org:taxname:137732	80931	Checked by Taxonomic Editor	accepted	Acanthocardia	Gray, 1851	137732	137732	Acanthocardia	Gray, 1851	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Acanthocardia				1	0	0	0	MolluscaBase eds. (2022). MolluscaBase. Acanthocardia Gray, 1851. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=137732 on 2022-09-20		
Acanthocardia echinata	Acanthocardia echinata	218257	Animalia - Mollusca - Bivalvia - Heterodonta - Veneroida - Cardiidae - Acanthocardia - Acanthocardia echinata	181	138992	exact	urn:lsid:marinespecies.org:taxname:138992	80927	Checked by Taxonomic Editor	accepted	Acanthocardia echinata	(Linnaeus, 1758)	138992	138992	Acanthocardia echinata	(Linnaeus, 1758)	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Acanthocardia		echinata		1	0	0	0	MolluscaBase eds. (2022). MolluscaBase. Acanthocardia echinata (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138992 on 2022-09-20		
Acanthocephala	Acanthocephala	5000012		39	18814	exact	urn:lsid:marinespecies.org:taxname:18814	64238	Checked by Taxonomic Editor: included in ERMS 1.1	accepted	Acanthocephala		18814	18814	Acanthocephala		Animalia	Acanthocephala								1	1	1	1	"Gibson, D.; Wayland, M. (2022). World List of marine Acanthocephala. Acanthocephala. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=18814 on 2022-09-20"		
Acanthoceras zachariasii	Acanthoceras zachariasii	264148		98	178990	exact	urn:lsid:marinespecies.org:taxname:178990	591173	Checked by Taxonomic Editor	accepted	Acanthoceras zachariasii	(Brun) Simonsen, 1979	178990	178990	Acanthoceras zachariasii	(Brun) Simonsen, 1979	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Acanthoceras		zachariasii		0	0	1	0	"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Acanthoceras zachariasii (Brun) Simonsen, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=178990 on 2022-09-20"		
Acanthocorbis	Acanthocorbis	1010537	Protozoa - Sarcomastigota - Choanozoa - Choanoflagellatea - Acanthoecida - Stephanoecidae - Acanthocorbis	13	105501	exact	urn:lsid:marinespecies.org:taxname:105501		Checked by Taxonomic Editor	accepted	Acanthocorbis	S.Hara & E.Takahashi, 1984	105501	105501	Acanthocorbis	S.Hara & E.Takahashi, 1984	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Acanthocorbis				1	1	1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acanthocorbis S.Hara & E.Takahashi, 1984. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105501 on 2022-09-20		
Acanthocorbis asymmetrica	Acanthocorbis asymmetrica	238090	Protozoa - Sarcomastigota - Choanozoa - Choanoflagellatea - Acanthoecida - Stephanoecidae - Acanthocorbis - Acanthocorbis asymmetrica	3	105543	exact	urn:lsid:marinespecies.org:taxname:105543		Edited by Database Management Team	accepted	Acanthocorbis asymmetrica	(Thomsen) Hara & Takahashi, 1984	105543	105543	Acanthocorbis asymmetrica	(Thomsen) Hara & Takahashi, 1984	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Acanthocorbis		asymmetrica		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acanthocorbis asymmetrica (Thomsen) Hara & Takahashi, 1984. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105543 on 2022-09-20		
Acanthoica quattrospina	Acanthoica quattrospina	236952	Chromista - Hacrobia - Haptophyta - Coccolithophyceae - Prymnesiophycidae - Syracosphaerales - Rhabdosphaeraceae - Acanthoica - Acanthoica quattrospina	91	235802	exact	urn:lsid:marinespecies.org:taxname:235802	2190	Checked by Taxonomic Editor	accepted	Acanthoica quattrospina	Lohmann, 1903	235802	235802	Acanthoica quattrospina	Lohmann, 1903	Chromista	Haptophyta	Prymnesiophyceae	Syracosphaerales	Rhabdosphaeraceae	Acanthoica		quattrospina		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acanthoica quattrospina Lohmann, 1903. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235802 on 2022-09-20		
Acantholeberis curvirostris	Acantholeberis curvirostris	6001215	Animalia - Arthropoda - Crustacea - Branchiopoda - Diplostraca - Cladocera - Acantholeberidae - Acantholeberis - Acantholeberis curvirostris	3	1302966	exact	urn:lsid:marinespecies.org:taxname:1302966		Checked by Taxonomic Editor	accepted	Acantholeberis curvirostris	(O.F. Müller, 1776)	1302966	1302966	Acantholeberis curvirostris	(O.F. Müller, 1776)	Animalia	Arthropoda	Branchiopoda	Anomopoda	Acantholeberidae	Acantholeberis		curvirostris		0	0	1	0	WoRMS (2022). Acantholeberis curvirostris (O.F. Müller, 1776). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1302966 on 2022-09-20		
Acanthostomella norvegica	Acanthostomella norvegica	238502	Chromista - Harosa - Halvaria - Alveolata - Ciliophora - Ciliatea - Oligotrichida - Ascampbelliellidae - Acanthostomella - Acanthostomella norvegica	17	183556	exact	urn:lsid:marinespecies.org:taxname:183556	46773	Checked by Taxonomic Editor	accepted	Acanthostomella norvegica	(Daday, 1887)	183556	183556	Acanthostomella norvegica	(Daday, 1887)	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Ascampbelliellidae	Acanthostomella		norvegica		1	0	0	0	"Xu, K.; Agatha, S. & Dolan, J. (2022). World Ciliophora Database. Acanthostomella norvegica (Daday, 1887). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=183556 on 2022-09-20"		
Acari	Acari	3000227		403	292684	exact	urn:lsid:marinespecies.org:taxname:292684	733321	Checked by Taxonomic Editor	accepted	Acari	Leach, 1817	292684	292684	Acari	Leach, 1817	Animalia	Arthropoda	Arachnida							1	1	1	1	WoRMS (2022). Acari. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=292684 on 2022-09-20		
Acartia	Acartia	1009271	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Calanoida - Acartiidae - Acartia	39575	104108	exact	urn:lsid:marinespecies.org:taxname:104108	86084	Checked by Taxonomic Editor	accepted	Acartia	Dana, 1846	104108	104108	Acartia	Dana, 1846	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia				1	0	0	0	"Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Acartia Dana, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104108 on 2022-09-20"		
Acartia (Acanthacartia) bifilosa	Acartia bifilosa	233372	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Calanoida - Acartiidae - Acartia - Acartia (Acanthacartia) - Acartia bifilosa	640	104249	exact	urn:lsid:marinespecies.org:taxname:104249	86095	Checked by Taxonomic Editor	alternate representation	Acartia bifilosa	(Giesbrecht, 1881)	345919	345919	Acartia (Acanthacartia) bifilosa	(Giesbrecht, 1881)	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia		bifilosa		1	0	0	0	"Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Acartia bifilosa (Giesbrecht, 1881). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104249 on 2022-09-20"		
Acartia (Acanthacartia) tonsa	Acartia tonsa	233375	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Calanoida - Acartiidae - Acartia - Acartia (Acanthacartia) - Acartia tonsa	200	104262	exact	urn:lsid:marinespecies.org:taxname:104262	86088	Checked by Taxonomic Editor	alternate representation	Acartia tonsa	Dana, 1849	345943	345943	Acartia (Acanthacartia) tonsa	Dana, 1849	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia		tonsa		1	0	0	0	"Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Acartia tonsa Dana, 1849. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104262 on 2022-09-20"		
Acartia (Acartiura) longiremis	Acartia longiremis	233374	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Calanoida - Acartiidae - Acartia - Acartia (Acartiura) - Acartia longiremis	728	104257	exact	urn:lsid:marinespecies.org:taxname:104257	86087	Checked by Taxonomic Editor	alternate representation	Acartia longiremis	(Lilljeborg, 1853)	346037	346037	Acartia (Acartiura) longiremis	(Lilljeborg, 1853)	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia		longiremis		1	0	0	0	"Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Acartia longiremis (Lilljeborg, 1853). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=104257 on 2022-09-20"		
Acartia clausi	Acartia clausi	233373	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Calanoida - Acartiidae - Acartia - Acartia (Acartiura) - Acartia clausi	10124	104251	exact	urn:lsid:marinespecies.org:taxname:104251	86085	Checked by Taxonomic Editor	alternate representation	Acartia clausi	Giesbrecht, 1889	149755	149755	Acartia (Acartiura) clausi	Giesbrecht, 1889	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia		clausi		1	0	0	0	"Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Acartia clausi Giesbrecht, 1889. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=104251 on 2022-09-20"		
Acartia discaudata	Acartia discaudata	239242	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Calanoida - Acartiidae - Acartia - Acartia (Acartiura) - Acartia discaudata	24	104253	exact	urn:lsid:marinespecies.org:taxname:104253	86096	Checked by Taxonomic Editor	alternate representation	Acartia discaudata	(Giesbrecht, 1882)	234125	234125	Acartia (Acartiura) discaudata	(Giesbrecht, 1881)	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia		discaudata		1	0	0	0	"Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Acartia discaudata (Giesbrecht, 1882). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104253 on 2022-09-20"		
Acaulis primarius	Acaulis primarius	233386	Animalia - Cnidaria - Hydrozoa - Hydroidolina - Anthoathecata - Aplanulata - Acaulidae - Acaulis - Acaulis primarius	2	117260	exact	urn:lsid:marinespecies.org:taxname:117260	49468	Checked by Taxonomic Editor	accepted	Acaulis primarius	Stimpson, 1853	117260	117260	Acaulis primarius	Stimpson, 1853	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Acaulidae	Acaulis		primarius		1				Schuchert, P. (2022). World Hydrozoa Database. Acaulis primarius Stimpson, 1853. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117260 on 2022-09-20		
Acesta excavata	Acesta excavata	218376	Animalia - Mollusca - Bivalvia - Pteriomorphia - Limoida - Limidae - Acesta - Acesta excavata	13	140232	exact	urn:lsid:marinespecies.org:taxname:140232	205573	Checked by Taxonomic Editor	accepted	Acesta excavata	(Fabricius, 1779)	140232	140232	Acesta excavata	(Fabricius, 1779)	Animalia	Mollusca	Bivalvia	Limida	Limidae	Acesta		excavata		1				MolluscaBase eds. (2022). MolluscaBase. Acesta excavata (Fabricius, 1779). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140232 on 2022-09-20		
Achnanthes	Achnanthes	1010466	Chromista - Harosa - Halvaria - Heterokonta - Bacillariophyta - Bacillariophyceae - Bacillariophycidae - Achnanthales - Achnanthaceae - Achnanthes	117	149191	exact	urn:lsid:marinespecies.org:taxname:149191	3429	Checked by Taxonomic Editor	accepted	Achnanthes	Bory, 1822	149191	149191	Achnanthes	Bory, 1822	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes				1	1	1	1	"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Achnanthes Bory, 1822. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149191 on 2022-09-20"		
Achnanthes longipes	Achnanthes armillaris	237778	Chromista - Harosa - Halvaria - Heterokonta - Bacillariophyta - Bacillariophyceae - Bacillariophycidae - Achnanthales - Achnanthaceae - Achnanthes - Achnanthes armillaris	2	1340312	exact	urn:lsid:marinespecies.org:taxname:1340312		Checked by Taxonomic Editor	accepted	Achnanthes armillaris	(O.F.Mu?ller) Guiry, 2019	1340312	1340312	Achnanthes armillaris	(O.F.Mu?ller) Guiry, 2019	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes		armillaris		1	0	0	0	"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Achnanthes armillaris (O.F.Mu¨ller) Guiry, 2019. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1340312 on 2022-09-20"		
Achnanthes minutissima	Achnanthes minutissima	0	-	2	163582	exact	urn:lsid:marinespecies.org:taxname:163582	3521	Edited by Database Management Team	unassessed	Achnanthes minutissima	Kützing, 1833	163582	163582	Achnanthes minutissima	Kützing, 1833	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes		minutissima		0	0	1	1	"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Achnanthes minutissima Kützing, 1833. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=163582 on 2022-09-20"		
Achnanthes taeniata	Pauliella taeniata	237490	Chromista - Harosa - Halvaria - Heterokonta - Bacillariophyta - Bacillariophyceae - Bacillariophycidae - Cymbellales - Anomoeoneidaceae - Pauliella - Pauliella taeniata	2161	163624	exact	urn:lsid:marinespecies.org:taxname:163624		Edited by Database Management Team	unassessed	Pauliella taeniata	(Grunow) F.E.Round & P.W.Basson, 1997	163624	163624	Pauliella taeniata	(Grunow) F.E.Round & P.W.Basson, 1997	Chromista	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Pauliella		taeniata		1				"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Pauliella taeniata (Grunow) F.E.Round & P.W.Basson, 1997. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=163624 on 2022-09-20"		
Acidostoma	Acidostoma	1009273	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Aristioidea - Acidostomatidae - Acidostoma	9	101586	exact	urn:lsid:marinespecies.org:taxname:101586	94225	Checked by Taxonomic Editor	accepted	Acidostoma	Lilljeborg, 1865	101586	101586	Acidostoma	Lilljeborg, 1865	Animalia	Arthropoda	Malacostraca	Amphipoda	Acidostomatidae	Acidostoma				1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Acidostoma Lilljeborg, 1865. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101586 on 2022-09-20"		
Acidostoma laticorne	Acidostoma laticorne	0	-	3	1513127	exact	urn:lsid:marinespecies.org:taxname:1513127		Checked by Taxonomic Editor	accepted	Acidostoma laticorne	G.O. Sars, 1879	1513127	1513127	Acidostoma laticorne	G.O. Sars, 1879	Animalia	Arthropoda	Malacostraca	Amphipoda	Acidostomatidae	Acidostoma		laticorne		1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Acidostoma laticorne G.O. Sars, 1879. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1513127 on 2022-09-20"		
Acidostoma nodiferum	Acidostoma obesum	233385	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Aristioidea - Acidostomatidae - Acidostoma - Acidostoma obesum	6	102497	exact	urn:lsid:marinespecies.org:taxname:102497	202951	Checked by Taxonomic Editor	accepted	Acidostoma obesum	(Spence Bate, 1862)	102497	102497	Acidostoma obesum	(Spence Bate, 1862)	Animalia	Arthropoda	Malacostraca	Amphipoda	Acidostomatidae	Acidostoma		obesum		1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Acidostoma obesum (Spence Bate, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102497 on 2022-09-20"		
